driverId,driverName,raceId,circuitName,position
822,,1105,Spanish Grand Prix,19
858,,1105,Spanish Grand Prix,20
830,Verstappen,1106,Canadian Grand Prix,1
4,Alonso,1106,Canadian Grand Prix,2
1,Hamilton,1106,Canadian Grand Prix,3
844,,1106,Canadian Grand Prix,4
832,,1106,Canadian Grand Prix,5
815,Pérez,1106,Canadian Grand Prix,6
848,,1106,Canadian Grand Prix,7
839,,1106,Canadian Grand Prix,8
840,,1106,Canadian Grand Prix,9
822,,1106,Canadian Grand Prix,10
857,,1106,Canadian Grand Prix,11
842,,1106,Canadian Grand Prix,12
846,,1106,Canadian Grand Prix,13
852,,1106,Canadian Grand Prix,14
807,,1106,Canadian Grand Prix,15
855,,1106,Canadian Grand Prix,16
825,,1106,Canadian Grand Prix,17
856,,1106,Canadian Grand Prix,18
847,,1106,Canadian Grand Prix,\N
858,,1106,Canadian Grand Prix,\N
830,Verstappen,1107,Austrian Grand Prix,1
844,,1107,Austrian Grand Prix,2
815,Pérez,1107,Austrian Grand Prix,3
846,,1107,Austrian Grand Prix,4
4,Alonso,1107,Austrian Grand Prix,5
832,,1107,Austrian Grand Prix,6
847,,1107,Austrian Grand Prix,7
1,Hamilton,1107,Austrian Grand Prix,8
840,,1107,Austrian Grand Prix,9
842,,1107,Austrian Grand Prix,10
848,,1107,Austrian Grand Prix,11
855,,1107,Austrian Grand Prix,12
858,,1107,Austrian Grand Prix,13
839,,1107,Austrian Grand Prix,14
822,,1107,Austrian Grand Prix,15
857,,1107,Austrian Grand Prix,16
856,,1107,Austrian Grand Prix,17
825,,1107,Austrian Grand Prix,18
852,,1107,Austrian Grand Prix,19
807,,1107,Austrian Grand Prix,\N
830,Verstappen,1108,British Grand Prix,1
846,,1108,British Grand Prix,2
1,Hamilton,1108,British Grand Prix,3
857,,1108,British Grand Prix,4
847,,1108,British Grand Prix,5
815,Pérez,1108,British Grand Prix,6
4,Alonso,1108,British Grand Prix,7
848,,1108,British Grand Prix,8
844,,1108,British Grand Prix,9
832,,1108,British Grand Prix,10
858,,1108,British Grand Prix,11
822,,1108,British Grand Prix,12
807,,1108,British Grand Prix,13
840,,1108,British Grand Prix,14
855,,1108,British Grand Prix,15
852,,1108,British Grand Prix,16
856,,1108,British Grand Prix,17
842,,1108,British Grand Prix,18
825,,1108,British Grand Prix,\N
839,,1108,British Grand Prix,\N
830,Verstappen,1109,Hungarian Grand Prix,1
846,,1109,Hungarian Grand Prix,2
815,Pérez,1109,Hungarian Grand Prix,3
1,Hamilton,1109,Hungarian Grand Prix,4
857,,1109,Hungarian Grand Prix,5
847,,1109,Hungarian Grand Prix,6
844,,1109,Hungarian Grand Prix,7
832,,1109,Hungarian Grand Prix,8
4,Alonso,1109,Hungarian Grand Prix,9
840,,1109,Hungarian Grand Prix,10
848,,1109,Hungarian Grand Prix,11
822,,1109,Hungarian Grand Prix,12
817,,1109,Hungarian Grand Prix,13
807,,1109,Hungarian Grand Prix,14
852,,1109,Hungarian Grand Prix,15
855,,1109,Hungarian Grand Prix,16
825,,1109,Hungarian Grand Prix,17
858,,1109,Hungarian Grand Prix,\N
839,,1109,Hungarian Grand Prix,\N
842,,1109,Hungarian Grand Prix,\N
830,Verstappen,1110,Belgian Grand Prix,1
815,Pérez,1110,Belgian Grand Prix,2
844,,1110,Belgian Grand Prix,3
1,Hamilton,1110,Belgian Grand Prix,4
4,Alonso,1110,Belgian Grand Prix,5
847,,1110,Belgian Grand Prix,6
846,,1110,Belgian Grand Prix,7
839,,1110,Belgian Grand Prix,8
840,,1110,Belgian Grand Prix,9
852,,1110,Belgian Grand Prix,10
842,,1110,Belgian Grand Prix,11
822,,1110,Belgian Grand Prix,12
855,,1110,Belgian Grand Prix,13
848,,1110,Belgian Grand Prix,14
825,,1110,Belgian Grand Prix,15
817,,1110,Belgian Grand Prix,16
858,,1110,Belgian Grand Prix,17
807,,1110,Belgian Grand Prix,18
832,,1110,Belgian Grand Prix,\N
857,,1110,Belgian Grand Prix,\N
830,Verstappen,1111,Dutch Grand Prix,1
4,Alonso,1111,Dutch Grand Prix,2
842,,1111,Dutch Grand Prix,3
815,Pérez,1111,Dutch Grand Prix,4
832,,1111,Dutch Grand Prix,5
1,Hamilton,1111,Dutch Grand Prix,6
846,,1111,Dutch Grand Prix,7
848,,1111,Dutch Grand Prix,8
857,,1111,Dutch Grand Prix,9
839,,1111,Dutch Grand Prix,10
840,,1111,Dutch Grand Prix,11
807,,1111,Dutch Grand Prix,12
859,,1111,Dutch Grand Prix,13
822,,1111,Dutch Grand Prix,14
852,,1111,Dutch Grand Prix,15
825,,1111,Dutch Grand Prix,16
847,,1111,Dutch Grand Prix,17
855,,1111,Dutch Grand Prix,\N
844,,1111,Dutch Grand Prix,\N
858,,1111,Dutch Grand Prix,\N
830,Verstappen,1112,Italian Grand Prix,1
815,Pérez,1112,Italian Grand Prix,2
832,,1112,Italian Grand Prix,3
844,,1112,Italian Grand Prix,4
847,,1112,Italian Grand Prix,5
1,Hamilton,1112,Italian Grand Prix,6
848,,1112,Italian Grand Prix,7
846,,1112,Italian Grand Prix,8
4,Alonso,1112,Italian Grand Prix,9
822,,1112,Italian Grand Prix,10
859,,1112,Italian Grand Prix,11
857,,1112,Italian Grand Prix,12
858,,1112,Italian Grand Prix,13
855,,1112,Italian Grand Prix,14
842,,1112,Italian Grand Prix,15
840,,1112,Italian Grand Prix,16
807,,1112,Italian Grand Prix,17
825,,1112,Italian Grand Prix,18
839,,1112,Italian Grand Prix,\N
852,,1112,Italian Grand Prix,\N
832,,1113,Singapore Grand Prix,1
846,,1113,Singapore Grand Prix,2
1,Hamilton,1113,Singapore Grand Prix,3
844,,1113,Singapore Grand Prix,4
830,Verstappen,1113,Singapore Grand Prix,5
842,,1113,Singapore Grand Prix,6
857,,1113,Singapore Grand Prix,7
815,Pérez,1113,Singapore Grand Prix,8
859,,1113,Singapore Grand Prix,9
825,,1113,Singapore Grand Prix,10
848,,1113,Singapore Grand Prix,11
855,,1113,Singapore Grand Prix,12
807,,1113,Singapore Grand Prix,13
858,,1113,Singapore Grand Prix,14
4,Alonso,1113,Singapore Grand Prix,15
847,,1113,Singapore Grand Prix,16
822,,1113,Singapore Grand Prix,\N
839,,1113,Singapore Grand Prix,\N
852,,1113,Singapore Grand Prix,\N
840,,1113,Singapore Grand Prix,\N
830,Verstappen,1114,Japanese Grand Prix,1
846,,1114,Japanese Grand Prix,2
857,,1114,Japanese Grand Prix,3
844,,1114,Japanese Grand Prix,4
1,Hamilton,1114,Japanese Grand Prix,5
832,,1114,Japanese Grand Prix,6
847,,1114,Japanese Grand Prix,7
4,Alonso,1114,Japanese Grand Prix,8
839,,1114,Japanese Grand Prix,9
842,,1114,Japanese Grand Prix,10
859,,1114,Japanese Grand Prix,11
852,,1114,Japanese Grand Prix,12
855,,1114,Japanese Grand Prix,13
807,,1114,Japanese Grand Prix,14
825,,1114,Japanese Grand Prix,15
848,,1114,Japanese Grand Prix,\N
858,,1114,Japanese Grand Prix,\N
840,,1114,Japanese Grand Prix,\N
815,Pérez,1114,Japanese Grand Prix,\N
822,,1114,Japanese Grand Prix,\N
830,Verstappen,1115,Qatar Grand Prix,1
857,,1115,Qatar Grand Prix,2
846,,1115,Qatar Grand Prix,3
847,,1115,Qatar Grand Prix,4
844,,1115,Qatar Grand Prix,5
4,Alonso,1115,Qatar Grand Prix,6
839,,1115,Qatar Grand Prix,7
822,,1115,Qatar Grand Prix,8
855,,1115,Qatar Grand Prix,9
815,Pérez,1115,Qatar Grand Prix,10
840,,1115,Qatar Grand Prix,11
842,,1115,Qatar Grand Prix,12
848,,1115,Qatar Grand Prix,13
825,,1115,Qatar Grand Prix,14
852,,1115,Qatar Grand Prix,15
807,,1115,Qatar Grand Prix,16
859,,1115,Qatar Grand Prix,17
858,,1115,Qatar Grand Prix,\N
1,Hamilton,1115,Qatar Grand Prix,\N
832,,1115,Qatar Grand Prix,\N
830,Verstappen,1116,United States Grand Prix,1
846,,1116,United States Grand Prix,2
832,,1116,United States Grand Prix,3
815,Pérez,1116,United States Grand Prix,4
847,,1116,United States Grand Prix,5
842,,1116,United States Grand Prix,6
840,,1116,United States Grand Prix,7
852,,1116,United States Grand Prix,8
848,,1116,United States Grand Prix,9
858,,1116,United States Grand Prix,10
807,,1116,United States Grand Prix,11
822,,1116,United States Grand Prix,12
855,,1116,United States Grand Prix,13
825,,1116,United States Grand Prix,14
817,,1116,United States Grand Prix,15
4,Alonso,1116,United States Grand Prix,\N
857,,1116,United States Grand Prix,\N
839,,1116,United States Grand Prix,\N
1,Hamilton,1116,United States Grand Prix,\N
844,,1116,United States Grand Prix,\N
830,Verstappen,1117,Mexico City Grand Prix,1
1,Hamilton,1117,Mexico City Grand Prix,2
844,,1117,Mexico City Grand Prix,3
832,,1117,Mexico City Grand Prix,4
846,,1117,Mexico City Grand Prix,5
847,,1117,Mexico City Grand Prix,6
817,,1117,Mexico City Grand Prix,7
857,,1117,Mexico City Grand Prix,8
848,,1117,Mexico City Grand Prix,9
839,,1117,Mexico City Grand Prix,10
842,,1117,Mexico City Grand Prix,11
852,,1117,Mexico City Grand Prix,12
807,,1117,Mexico City Grand Prix,13
855,,1117,Mexico City Grand Prix,14
822,,1117,Mexico City Grand Prix,15
858,,1117,Mexico City Grand Prix,16
840,,1117,Mexico City Grand Prix,17
4,Alonso,1117,Mexico City Grand Prix,\N
825,,1117,Mexico City Grand Prix,\N
815,Pérez,1117,Mexico City Grand Prix,\N
830,Verstappen,1118,São Paulo Grand Prix,1
846,,1118,São Paulo Grand Prix,2
4,Alonso,1118,São Paulo Grand Prix,3
815,Pérez,1118,São Paulo Grand Prix,4
840,,1118,São Paulo Grand Prix,5
832,,1118,São Paulo Grand Prix,6
842,,1118,São Paulo Grand Prix,7
1,Hamilton,1118,São Paulo Grand Prix,8
852,,1118,São Paulo Grand Prix,9
839,,1118,São Paulo Grand Prix,10
858,,1118,São Paulo Grand Prix,11
807,,1118,São Paulo Grand Prix,12
817,,1118,São Paulo Grand Prix,13
857,,1118,São Paulo Grand Prix,14
847,,1118,São Paulo Grand Prix,\N
822,,1118,São Paulo Grand Prix,\N
855,,1118,São Paulo Grand Prix,\N
825,,1118,São Paulo Grand Prix,\N
848,,1118,São Paulo Grand Prix,\N
844,,1118,São Paulo Grand Prix,\N
830,Verstappen,1119,Las Vegas Grand Prix,1
844,,1119,Las Vegas Grand Prix,2
815,Pérez,1119,Las Vegas Grand Prix,3
839,,1119,Las Vegas Grand Prix,4
840,,1119,Las Vegas Grand Prix,5
832,,1119,Las Vegas Grand Prix,6
1,Hamilton,1119,Las Vegas Grand Prix,7
847,,1119,Las Vegas Grand Prix,8
4,Alonso,1119,Las Vegas Grand Prix,9
857,,1119,Las Vegas Grand Prix,10
842,,1119,Las Vegas Grand Prix,11
848,,1119,Las Vegas Grand Prix,12
825,,1119,Las Vegas Grand Prix,13
817,,1119,Las Vegas Grand Prix,14
855,,1119,Las Vegas Grand Prix,15
858,,1119,Las Vegas Grand Prix,16
822,,1119,Las Vegas Grand Prix,17
852,,1119,Las Vegas Grand Prix,18
807,,1119,Las Vegas Grand Prix,19
846,,1119,Las Vegas Grand Prix,\N
830,Verstappen,1120,Abu Dhabi Grand Prix,1
844,,1120,Abu Dhabi Grand Prix,2
847,,1120,Abu Dhabi Grand Prix,3
815,Pérez,1120,Abu Dhabi Grand Prix,4
846,,1120,Abu Dhabi Grand Prix,5
857,,1120,Abu Dhabi Grand Prix,6
4,Alonso,1120,Abu Dhabi Grand Prix,7
852,,1120,Abu Dhabi Grand Prix,8
1,Hamilton,1120,Abu Dhabi Grand Prix,9
840,,1120,Abu Dhabi Grand Prix,10
817,,1120,Abu Dhabi Grand Prix,11
839,,1120,Abu Dhabi Grand Prix,12
842,,1120,Abu Dhabi Grand Prix,13
848,,1120,Abu Dhabi Grand Prix,14
807,,1120,Abu Dhabi Grand Prix,15
858,,1120,Abu Dhabi Grand Prix,16
855,,1120,Abu Dhabi Grand Prix,17
832,,1120,Abu Dhabi Grand Prix,18
822,,1120,Abu Dhabi Grand Prix,19
825,,1120,Abu Dhabi Grand Prix,20
830,Verstappen,1121,,1
815,Pérez,1121,,2
832,,1121,,3
844,,1121,,4
847,,1121,,5
846,,1121,,6
1,Hamilton,1121,,7
857,,1121,,8
4,Alonso,1121,,9
840,,1121,,10
855,,1121,,11
825,,1121,,12
817,,1121,,13
852,,1121,,14
848,,1121,,15
807,,1121,,16
839,,1121,,17
842,,1121,,18
822,,1121,,19
858,,1121,,20
830,Verstappen,1122,,1
815,Pérez,1122,,2
844,,1122,,3
857,,1122,,4
4,Alonso,1122,,5
847,,1122,,6
860,,1122,,7
846,,1122,,8
1,Hamilton,1122,,9
807,,1122,,10
848,,1122,,11
825,,1122,,12
839,,1122,,13
858,,1122,,14
852,,1122,,15
817,,1122,,16
822,,1122,,17
855,,1122,,18
840,,1122,,\N
842,,1122,,\N
832,,1123,,1
844,,1123,,2
846,,1123,,3
857,,1123,,4
815,Pérez,1123,,5
840,,1123,,6
852,,1123,,7
4,Alonso,1123,,8
807,,1123,,9
825,,1123,,10
848,,1123,,11
817,,1123,,12
842,,1123,,13
822,,1123,,14
855,,1123,,15
839,,1123,,16
847,,1123,,17
1,Hamilton,1123,,\N
830,Verstappen,1123,,\N
830,Verstappen,1124,,1
815,Pérez,1124,,2
832,,1124,,3
844,,1124,,4
846,,1124,,5
4,Alonso,1124,,6
847,,1124,,7
857,,1124,,8
1,Hamilton,1124,,9
852,,1124,,10
807,,1124,,11
840,,1124,,12
825,,1124,,13
822,,1124,,14
839,,1124,,15
842,,1124,,16
858,,1124,,17
855,,1124,,\N
817,,1124,,\N
848,,1124,,\N
830,Verstappen,1125,,1
846,,1125,,2
815,Pérez,1125,,3
844,,1125,,4
832,,1125,,5
847,,1125,,6
4,Alonso,1125,,7
857,,1125,,8
1,Hamilton,1125,,9
807,,1125,,10
839,,1125,,11
848,,1125,,12
842,,1125,,13
855,,1125,,14
840,,1125,,15
825,,1125,,16
858,,1125,,17
817,,1125,,\N
852,,1125,,\N
822,,1125,,\N
846,,1126,,1
830,Verstappen,1126,,2
844,,1126,,3
815,Pérez,1126,,4
832,,1126,,5
1,Hamilton,1126,,6
852,,1126,,7
847,,1126,,8
4,Alonso,1126,,9
839,,1126,,10
807,,1126,,11
842,,1126,,12
857,,1126,,13
855,,1126,,14
817,,1126,,15
822,,1126,,16
840,,1126,,17
848,,1126,,18
825,,1126,,19
858,,1126,,\N
830,Verstappen,1127,,1
846,,1127,,2
844,,1127,,3
857,,1127,,4
832,,1127,,5
1,Hamilton,1127,,6
847,,1127,,7
815,Pérez,1127,,8
840,,1127,,9
852,,1127,,10
807,,1127,,11
825,,1127,,12
817,,1127,,13
839,,1127,,14
855,,1127,,15
842,,1127,,16
858,,1127,,17
822,,1127,,18
4,Alonso,1127,,19
848,,1127,,\N
844,,1128,,1
857,,1128,,2
832,,1128,,3
846,,1128,,4
847,,1128,,5
830,Verstappen,1128,,6
1,Hamilton,1128,,7
852,,1128,,8
848,,1128,,9
842,,1128,,10
4,Alonso,1128,,11
817,,1128,,12
822,,1128,,13
840,,1128,,14
858,,1128,,15
855,,1128,,16
839,,1128,,\N
815,Pérez,1128,,\N
807,,1128,,\N
825,,1128,,\N
830,Verstappen,1129,,1
846,,1129,,2
847,,1129,,3
1,Hamilton,1129,,4
857,,1129,,5
4,Alonso,1129,,6
840,,1129,,7
817,,1129,,8
842,,1129,,9
839,,1129,,10
807,,1129,,11
825,,1129,,12
822,,1129,,13
852,,1129,,14
855,,1129,,15
832,,1129,,\N
848,,1129,,\N
815,Pérez,1129,,\N
844,,1129,,\N
858,,1129,,\N
830,Verstappen,1130,,1
846,,1130,,2
1,Hamilton,1130,,3
847,,1130,,4
844,,1130,,5
832,,1130,,6
857,,1130,,7
815,Pérez,1130,,8
842,,1130,,9
839,,1130,,10
807,,1130,,11
4,Alonso,1130,,12
855,,1130,,13
840,,1130,,14
817,,1130,,15
822,,1130,,16
825,,1130,,17
848,,1130,,18
852,,1130,,19
858,,1130,,20
847,,1131,,1
857,,1131,,2
832,,1131,,3
1,Hamilton,1131,,4
830,Verstappen,1131,,5
807,,1131,,6
815,Pérez,1131,,7
825,,1131,,8
817,,1131,,9
842,,1131,,10
844,,1131,,11
839,,1131,,12
840,,1131,,13
852,,1131,,14
848,,1131,,15
822,,1131,,16
855,,1131,,17
4,Alonso,1131,,18
858,,1131,,19
846,,1131,,20
1,Hamilton,1132,,1
830,Verstappen,1132,,2
846,,1132,,3
857,,1132,,4
832,,1132,,5
807,,1132,,6
840,,1132,,7
4,Alonso,1132,,8
848,,1132,,9
852,,1132,,10
858,,1132,,11
825,,1132,,12
817,,1132,,13
844,,1132,,14
822,,1132,,15
839,,1132,,16
815,Pérez,1132,,17
855,,1132,,18
847,,1132,,\N
842,,1132,,\N
857,,1133,,1
846,,1133,,2
1,Hamilton,1133,,3
844,,1133,,4
830,Verstappen,1133,,5
832,,1133,,6
815,Pérez,1133,,7
847,,1133,,8
852,,1133,,9
840,,1133,,10
4,Alonso,1133,,11
817,,1133,,12
807,,1133,,13
848,,1133,,14
825,,1133,,15
822,,1133,,16
858,,1133,,17
839,,1133,,18
855,,1133,,19
842,,1133,,\N
1,Hamilton,1134,,1
857,,1134,,2
844,,1134,,3
830,Verstappen,1134,,4
846,,1134,,5
832,,1134,,6
815,Pérez,1134,,7
4,Alonso,1134,,8
839,,1134,,9
817,,1134,,10
840,,1134,,11
848,,1134,,12
842,,1134,,13
825,,1134,,14
822,,1134,,15
852,,1134,,16
858,,1134,,17
807,,1134,,18
855,,1134,,\N
847,,1134,,\N
846,,1135,,1
830,Verstappen,1135,,2
844,,1135,,3
857,,1135,,4
832,,1135,,5
815,Pérez,1135,,6
847,,1135,,7
1,Hamilton,1135,,8
842,,1135,,9
4,Alonso,1135,,10
807,,1135,,11
817,,1135,,12
840,,1135,,13
848,,1135,,14
839,,1135,,15
858,,1135,,16
852,,1135,,17
825,,1135,,18
822,,1135,,19
855,,1135,,20
844,,1136,,1
857,,1136,,2
846,,1136,,3
832,,1136,,4
1,Hamilton,1136,,5
830,Verstappen,1136,,6
847,,1136,,7
815,Pérez,1136,,8
848,,1136,,9
825,,1136,,10
4,Alonso,1136,,11
861,,1136,,12
817,,1136,,13
839,,1136,,14
842,,1136,,15
822,,1136,,16
807,,1136,,17
855,,1136,,18
840,,1136,,19
852,,1136,,\N
857,,1137,,1
844,,1137,,2
847,,1137,,3
846,,1137,,4
830,Verstappen,1137,,5
4,Alonso,1137,,6
848,,1137,,7
861,,1137,,8
1,Hamilton,1137,,9
860,,1137,,10
807,,1137,,11
842,,1137,,12
817,,1137,,13
855,,1137,,14
839,,1137,,15
822,,1137,,16
815,Pérez,1137,,17
832,,1137,,18
840,,1137,,19
852,,1137,,\N
846,,1138,,1
830,Verstappen,1138,,2
857,,1138,,3
847,,1138,,4
844,,1138,,5
1,Hamilton,1138,,6
832,,1138,,7
4,Alonso,1138,,8
807,,1138,,9
815,Pérez,1138,,10
861,,1138,,11
852,,1138,,12
839,,1138,,13
840,,1138,,14
855,,1138,,15
822,,1138,,16
842,,1138,,17
817,,1138,,18
825,,1138,,19
848,,1138,,\N
844,,1139,,1
832,,1139,,2
830,Verstappen,1139,,3
846,,1139,,4
857,,1139,,5
847,,1139,,6
815,Pérez,1139,,7
807,,1139,,8
859,,1139,,9
861,,1139,,10
825,,1139,,11
842,,1139,,12
4,Alonso,1139,,13
852,,1139,,14
840,,1139,,15
848,,1139,,16
822,,1139,,17
839,,1139,,18
855,,1139,,19
1,Hamilton,1139,,\N
832,,1140,,1
846,,1140,,2
844,,1140,,3
1,Hamilton,1140,,4
847,,1140,,5
830,Verstappen,1140,,6
825,,1140,,7
857,,1140,,8
807,,1140,,9
842,,1140,,10
840,,1140,,11
861,,1140,,12
839,,1140,,13
822,,1140,,14
855,,1140,,15
859,,1140,,16
815,Pérez,1140,,17
4,Alonso,1140,,\N
848,,1140,,\N
852,,1140,,\N
830,Verstappen,1141,,1
839,,1141,,2
842,,1141,,3
847,,1141,,4
844,,1141,,5
846,,1141,,6
852,,1141,,7
857,,1141,,8
859,,1141,,9
1,Hamilton,1141,,10
815,Pérez,1141,,11
860,,1141,,12
822,,1141,,13
4,Alonso,1141,,14
855,,1141,,15
832,,1141,,\N
861,,1141,,\N
848,,1141,,\N
840,,1141,,\N
807,,1141,,\N
847,,1142,,1
1,Hamilton,1142,,2
832,,1142,,3
844,,1142,,4
830,Verstappen,1142,,5
846,,1142,,6
857,,1142,,7
807,,1142,,8
852,,1142,,9
815,Pérez,1142,,10
4,Alonso,1142,,11
825,,1142,,12
855,,1142,,13
861,,1142,,14
840,,1142,,15
859,,1142,,16
839,,1142,,17
822,,1142,,18
848,,1142,,\N
842,,1142,,\N
830,Verstappen,1143,,1
844,,1143,,2
857,,1143,,3
847,,1143,,4
842,,1143,,5
832,,1143,,6
4,Alonso,1143,,7
855,,1143,,8
825,,1143,,9
846,,1143,,10
822,,1143,,11
1,Hamilton,1143,,12
852,,1143,,13
859,,1143,,14
848,,1143,,15
807,,1143,,\N
815,Pérez,1143,,\N
840,,1143,,\N
861,,1143,,\N
839,,1143,,\N
846,,1144,,1
832,,1144,,2
844,,1144,,3
1,Hamilton,1144,,4
847,,1144,,5
830,Verstappen,1144,,6
842,,1144,,7
807,,1144,,8
4,Alonso,1144,,9
857,,1144,,10
848,,1144,,11
852,,1144,,12
855,,1144,,13
840,,1144,,14
862,,1144,,15
825,,1144,,16
859,,1144,,17
822,,1144,,\N
861,,1144,,\N
815,Pérez,1144,,\N
